"hugo_gene"	"link"
"PDE1B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE1B', target = '_blank'>GeneCards</a>"
"GLRA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRA1', target = '_blank'>GeneCards</a>"
"L3MBTL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=L3MBTL1', target = '_blank'>GeneCards</a>"
"L3MBTL3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=L3MBTL3', target = '_blank'>GeneCards</a>"
"ABCC5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC5', target = '_blank'>GeneCards</a>"
"NEU1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NEU1', target = '_blank'>GeneCards</a>"
"ASF1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ASF1A', target = '_blank'>GeneCards</a>"
"MDM4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM4', target = '_blank'>GeneCards</a>"
"BAK1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BAK1', target = '_blank'>GeneCards</a>"
"CD47"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CD47', target = '_blank'>GeneCards</a>"
"KMT5A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT5A', target = '_blank'>GeneCards</a>"
"UBLCP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBLCP1', target = '_blank'>GeneCards</a>"
"CDC14A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC14A', target = '_blank'>GeneCards</a>"
"DUSP10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP10', target = '_blank'>GeneCards</a>"
"DUSP23"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP23', target = '_blank'>GeneCards</a>"
"EPM2A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=EPM2A', target = '_blank'>GeneCards</a>"
"PTPN14"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN14', target = '_blank'>GeneCards</a>"
"PTPN3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN3', target = '_blank'>GeneCards</a>"
"PTPN6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN6', target = '_blank'>GeneCards</a>"
"PTPN7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN7', target = '_blank'>GeneCards</a>"
"BIRC2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC2', target = '_blank'>GeneCards</a>"
"HLCS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HLCS', target = '_blank'>GeneCards</a>"
"PDF"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDF', target = '_blank'>GeneCards</a>"
"GGPS1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GGPS1', target = '_blank'>GeneCards</a>"
"LTA4H"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LTA4H', target = '_blank'>GeneCards</a>"
"GPR55"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR55', target = '_blank'>GeneCards</a>"
"PAFAH1B2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH1B2', target = '_blank'>GeneCards</a>"
"RCE1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RCE1', target = '_blank'>GeneCards</a>"
"MT-ND1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND1', target = '_blank'>GeneCards</a>"
"MT-ND2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND2', target = '_blank'>GeneCards</a>"
"MT-ND3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND3', target = '_blank'>GeneCards</a>"
"MT-ND4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND4', target = '_blank'>GeneCards</a>"
"MT-ND4L"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND4L', target = '_blank'>GeneCards</a>"
"MT-ND5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND5', target = '_blank'>GeneCards</a>"
"MT-ND6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND6', target = '_blank'>GeneCards</a>"
"NDUFA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA1', target = '_blank'>GeneCards</a>"
"NDUFA10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA10', target = '_blank'>GeneCards</a>"
"NDUFA11"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA11', target = '_blank'>GeneCards</a>"
"NDUFA12"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA12', target = '_blank'>GeneCards</a>"
"NDUFA13"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA13', target = '_blank'>GeneCards</a>"
"NDUFA2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA2', target = '_blank'>GeneCards</a>"
"NDUFA3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA3', target = '_blank'>GeneCards</a>"
"NDUFA4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA4', target = '_blank'>GeneCards</a>"
"NDUFA4L2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA4L2', target = '_blank'>GeneCards</a>"
"NDUFA5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA5', target = '_blank'>GeneCards</a>"
"NDUFA6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA6', target = '_blank'>GeneCards</a>"
"NDUFA7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA7', target = '_blank'>GeneCards</a>"
"NDUFA8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA8', target = '_blank'>GeneCards</a>"
"NDUFA9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA9', target = '_blank'>GeneCards</a>"
"NDUFAB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAB1', target = '_blank'>GeneCards</a>"
"NDUFAF1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF1', target = '_blank'>GeneCards</a>"
"NDUFAF2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF2', target = '_blank'>GeneCards</a>"
"NDUFAF3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF3', target = '_blank'>GeneCards</a>"
"NDUFAF4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF4', target = '_blank'>GeneCards</a>"
"NDUFB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB1', target = '_blank'>GeneCards</a>"
"NDUFB10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB10', target = '_blank'>GeneCards</a>"
"NDUFB11"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB11', target = '_blank'>GeneCards</a>"
"NDUFB2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB2', target = '_blank'>GeneCards</a>"
"NDUFB3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB3', target = '_blank'>GeneCards</a>"
"NDUFB4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB4', target = '_blank'>GeneCards</a>"
"NDUFB5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB5', target = '_blank'>GeneCards</a>"
"NDUFB6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB6', target = '_blank'>GeneCards</a>"
"NDUFB7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB7', target = '_blank'>GeneCards</a>"
"NDUFB8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB8', target = '_blank'>GeneCards</a>"
"NDUFB9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB9', target = '_blank'>GeneCards</a>"
"NDUFC1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFC1', target = '_blank'>GeneCards</a>"
"NDUFC2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFC2', target = '_blank'>GeneCards</a>"
"NDUFS1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS1', target = '_blank'>GeneCards</a>"
"NDUFS2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS2', target = '_blank'>GeneCards</a>"
"NDUFS3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS3', target = '_blank'>GeneCards</a>"
"NDUFS4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS4', target = '_blank'>GeneCards</a>"
"NDUFS5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS5', target = '_blank'>GeneCards</a>"
"NDUFS6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS6', target = '_blank'>GeneCards</a>"
"NDUFS7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS7', target = '_blank'>GeneCards</a>"
"NDUFS8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS8', target = '_blank'>GeneCards</a>"
"NDUFV1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFV1', target = '_blank'>GeneCards</a>"
"NDUFV2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFV2', target = '_blank'>GeneCards</a>"
"NDUFV3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFV3', target = '_blank'>GeneCards</a>"
"ZAP70"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ZAP70', target = '_blank'>GeneCards</a>"
"EIF4E"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4E', target = '_blank'>GeneCards</a>"
"CYP1B1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1B1', target = '_blank'>GeneCards</a>"
"TLR8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR8', target = '_blank'>GeneCards</a>"
"AKR1C1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1C1', target = '_blank'>GeneCards</a>"
"AKR1C2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1C2', target = '_blank'>GeneCards</a>"
"KAT2A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT2A', target = '_blank'>GeneCards</a>"
"SPHK1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SPHK1', target = '_blank'>GeneCards</a>"
"MMP25"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP25', target = '_blank'>GeneCards</a>"
"HPSE"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HPSE', target = '_blank'>GeneCards</a>"
"FFAR4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FFAR4', target = '_blank'>GeneCards</a>"
"TK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TK2', target = '_blank'>GeneCards</a>"
"ASNS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ASNS', target = '_blank'>GeneCards</a>"
"AGER"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AGER', target = '_blank'>GeneCards</a>"
"GP6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GP6', target = '_blank'>GeneCards</a>"
"XPO1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=XPO1', target = '_blank'>GeneCards</a>"
"ACVR1B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR1B', target = '_blank'>GeneCards</a>"
"CDC42BPA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42BPA', target = '_blank'>GeneCards</a>"
"CDC42BPB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42BPB', target = '_blank'>GeneCards</a>"
"CDC42BPG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42BPG', target = '_blank'>GeneCards</a>"
"COQ8B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ8B', target = '_blank'>GeneCards</a>"
"CSNK1A1L"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1A1L', target = '_blank'>GeneCards</a>"
"CSNK1D"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1D', target = '_blank'>GeneCards</a>"
"CSNK1E"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1E', target = '_blank'>GeneCards</a>"
"EPHA6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA6', target = '_blank'>GeneCards</a>"
"MAP3K20"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K20', target = '_blank'>GeneCards</a>"
"NLK"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NLK', target = '_blank'>GeneCards</a>"
"PTK6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK6', target = '_blank'>GeneCards</a>"
"RPS6KA6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA6', target = '_blank'>GeneCards</a>"
"STK32B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=STK32B', target = '_blank'>GeneCards</a>"
"STK36"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=STK36', target = '_blank'>GeneCards</a>"
"TBXAS1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TBXAS1', target = '_blank'>GeneCards</a>"
"TNIK"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TNIK', target = '_blank'>GeneCards</a>"
"TNNI3K"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI3K', target = '_blank'>GeneCards</a>"
"KIF20B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF20B', target = '_blank'>GeneCards</a>"
"TPSAB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TPSAB1', target = '_blank'>GeneCards</a>"
"GRK6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK6', target = '_blank'>GeneCards</a>"
"FUCA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUCA1', target = '_blank'>GeneCards</a>"
"LPAR4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR4', target = '_blank'>GeneCards</a>"
"GPR174"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR174', target = '_blank'>GeneCards</a>"
"P2RY10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY10', target = '_blank'>GeneCards</a>"
"GPR34"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR34', target = '_blank'>GeneCards</a>"
"HSD11B2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B2', target = '_blank'>GeneCards</a>"
"GPR18"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR18', target = '_blank'>GeneCards</a>"
"SPHK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SPHK2', target = '_blank'>GeneCards</a>"
"KCNK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK2', target = '_blank'>GeneCards</a>"
"TRPM2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM2', target = '_blank'>GeneCards</a>"
"ALOX15B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX15B', target = '_blank'>GeneCards</a>"
"NR4A1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NR4A1', target = '_blank'>GeneCards</a>"
"GABRA4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA4', target = '_blank'>GeneCards</a>"
"PPP1CA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1CA', target = '_blank'>GeneCards</a>"
"ACLY"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACLY', target = '_blank'>GeneCards</a>"
"TYR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TYR', target = '_blank'>GeneCards</a>"
"SPTLC1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTLC1', target = '_blank'>GeneCards</a>"
"SPTLC2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTLC2', target = '_blank'>GeneCards</a>"
"UGCG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UGCG', target = '_blank'>GeneCards</a>"
"GALR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GALR2', target = '_blank'>GeneCards</a>"
"PLD1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLD1', target = '_blank'>GeneCards</a>"
"PARP10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP10', target = '_blank'>GeneCards</a>"
"PARP15"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP15', target = '_blank'>GeneCards</a>"
"CDC25B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC25B', target = '_blank'>GeneCards</a>"
"LPAR5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR5', target = '_blank'>GeneCards</a>"
"LPAR6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR6', target = '_blank'>GeneCards</a>"
"POLH"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=POLH', target = '_blank'>GeneCards</a>"
"POLK"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=POLK', target = '_blank'>GeneCards</a>"
"POLL"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=POLL', target = '_blank'>GeneCards</a>"
"POLM"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=POLM', target = '_blank'>GeneCards</a>"
"CDC25A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC25A', target = '_blank'>GeneCards</a>"
"CASP6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP6', target = '_blank'>GeneCards</a>"
"PRKCG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCG', target = '_blank'>GeneCards</a>"
"MPEG1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MPEG1', target = '_blank'>GeneCards</a>"
"SGPL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SGPL1', target = '_blank'>GeneCards</a>"
"PRKCH"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCH', target = '_blank'>GeneCards</a>"
"PHF8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF8', target = '_blank'>GeneCards</a>"
"PCSK1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK1', target = '_blank'>GeneCards</a>"
"PCSK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK2', target = '_blank'>GeneCards</a>"
"PCSK5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK5', target = '_blank'>GeneCards</a>"
"PCSK7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK7', target = '_blank'>GeneCards</a>"
"PAM"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PAM', target = '_blank'>GeneCards</a>"
"LYPLA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LYPLA1', target = '_blank'>GeneCards</a>"
"LYPLA2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LYPLA2', target = '_blank'>GeneCards</a>"
"ABHD12"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD12', target = '_blank'>GeneCards</a>"
"ABHD6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD6', target = '_blank'>GeneCards</a>"
"DAGLB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DAGLB', target = '_blank'>GeneCards</a>"
"COL4A3BP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A3BP', target = '_blank'>GeneCards</a>"
"PLA2G2C"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G2C', target = '_blank'>GeneCards</a>"
"DNTT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DNTT', target = '_blank'>GeneCards</a>"
"TLR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR2', target = '_blank'>GeneCards</a>"
"ACER2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACER2', target = '_blank'>GeneCards</a>"
"ACP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP1', target = '_blank'>GeneCards</a>"
"NMUR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NMUR1', target = '_blank'>GeneCards</a>"
"NMUR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NMUR2', target = '_blank'>GeneCards</a>"
"PPT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PPT1', target = '_blank'>GeneCards</a>"
"FABP2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP2', target = '_blank'>GeneCards</a>"
"FABP5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP5', target = '_blank'>GeneCards</a>"
"FUT7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT7', target = '_blank'>GeneCards</a>"
"FGF1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF1', target = '_blank'>GeneCards</a>"
"FGF2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2', target = '_blank'>GeneCards</a>"
"VEGFA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFA', target = '_blank'>GeneCards</a>"
"PRKD1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD1', target = '_blank'>GeneCards</a>"
"PRKD3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD3', target = '_blank'>GeneCards</a>"
"CPT1B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT1B', target = '_blank'>GeneCards</a>"
"DNM2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM2', target = '_blank'>GeneCards</a>"
"DEGS1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DEGS1', target = '_blank'>GeneCards</a>"
"GBA2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA2', target = '_blank'>GeneCards</a>"
"SLC9A2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A2', target = '_blank'>GeneCards</a>"
"CYSLTR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYSLTR2', target = '_blank'>GeneCards</a>"
"HSD17B7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B7', target = '_blank'>GeneCards</a>"
"GSTM1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM1', target = '_blank'>GeneCards</a>"
"CA3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CA3', target = '_blank'>GeneCards</a>"
"CNOT7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT7', target = '_blank'>GeneCards</a>"
"RXRB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRB', target = '_blank'>GeneCards</a>"
"RXRG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRG', target = '_blank'>GeneCards</a>"
"DNM1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM1', target = '_blank'>GeneCards</a>"
"GBA3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA3', target = '_blank'>GeneCards</a>"
"GLO1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GLO1', target = '_blank'>GeneCards</a>"
"CASP10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP10', target = '_blank'>GeneCards</a>"
